"product_name","source","id","Reviewer","Rating","Title","Date","Body","Number","image_urls"
"product1","all review","101","ashlee","1.0 out of 5 stars","Not great","Reviewed in the United States on October 5, 2022","I ordered these ear buds because the reviews were all pretty good, but these headphones suck. Idk what everyone was talking about when they “loved” these. They’re not noise cancelling AT ALL. I can literally hear everything with the headphones in,  and on full blast volume. The amount of audio you can hear coming from the headphones when you don’t have them in is like jarring. It’s ridiculous. My ears are really small so I have a hard time finding ear buds that’ll fit my ears, and so I usually buy earbuds with the rubber tips because those always fit my ears so well, I bought these earbuds specifically because of the rubber tips and these will not fit in my ears at all, way too big. And they don’t even provide a smaller fitting ear bud to switch to, all just just bigger size options . And, this last one could just be me, I’ve never had “touch compatible” ear buds but they’re very annoying. The slightest handing of the headphone causes the song to pause on and off, and the audio is always blasting because I can’t hear anything on such a low volume on these things. I bought these in the hopes they’d be a cheaper alternative to skull candies…never again. I’ll just stick to what I know works for me. So annoyed. So do not but these if:-you enjoy noise canceling headphones/ear buds-you have trouble getting air pods to stay in your ear..there’s no way you’ll get these to stay in there .-you like privacy when you’re listening to whatever you’re listening to. Because these headphones/ear buds, you can literally hear everything coming from them when you don’t have them on.Gonna try to see if my fiancé will want to use these cause he doesn’t really care as much as I do, but I will for sure not be using these at all. Just gonna buy some skull candies. What a waste. This is why I hate taking a risk and buying things like this on Amazon, it’s always a miss for me.","1",""
"product1","all review","102","Springerpitt","1.0 out of 5 stars","Annoying to Use UPDATE: broke after 32 days","Reviewed in the United States on April 5, 2023","I love the look of these earbuds but practically they're really annoying to use. A couple of issues:1- The functionality for skipping, replaying, and turning volume up and down isn't found in a single earbud. When I'm working out or biking I like to only have one earbud in so I can still hear what's going on around me. The right one skips songs and turns volume up, the left one replays and turns volume down, which means unless you're wearing both you don't get the full functionality. My previous wireless earbuds didn't require you to wear both to have full functionality.2- They don't fit well, they're constantly sliding out of my ear, which wouldn't be a big problem except for the next issue.3- They have weird sensitivity to touch. Every time I adjust them in my ear it ends up pausing, no matter how careful I am to only try to grab the stem. On the flip side, when I try to skip songs by tapping the right ear it usually ends up pausing the song. I tested this morning and it takes me, on average, 3 attempts to skip a song.From the pro side, the sound is good, the battery life is great so far, and I love that the case tells you your remaining battery power so I'm not charging the case unnecessarily.UPDATE: on day 32 (convenient 30-day return policy) these broke. They won't hold a charge and just drain the case down to zero. They also make a bizarre buzzing noise and even though my phone says they're connected I can't get any sound and my apps all show a playback error and refuse to play while they're connected.","1",""
"product1","all review","103","Tcamer","1.0 out of 5 stars","Dealbreaker","Reviewed in the United States on June 6, 2022","***UPDATE BELOW*** I am super bummed. The reviews for this product were great and I really wanted to give this product a good rating but I ran into issues that made doing so impossible. Usually, the rubber earbuds come in small, medium, and large size options. Mine only had two pairs of the same size and one larger. Both options are way too large for my ears so the pieces do not rest comfortably or securely. I have never run into a problem like this with similar products and usually use the medium size.The biggest problem, and the DEALBREAKER, is that when I  went to recharge the earphones and the case for the second time... it did not work. I made sure that I used the cord it came with. I made sure the issue was not with the cord itself and that the cord was capable of powering my other electronics. The cord itself worked fine. I'm very disappointed. I will be returning the product shortly. I will get a new set and see if I run into the same problem again. I will update this post afterward.THE PROS: I was very impressed by the sound and the touch-sensitive ""buttons"" that worked very well. If the product was capable of recharging, as it should be, I would have kept it despite not being the most comfortable or secure (due to just how well the sound and buttons/sensors worked).  I have used these many times throughout the past week since I received them. I have had no interference issues and have found that I am able to walk more than 30 feet with no issues of cutting out.UPDATE: I received my replacement order. The earphones work great (as did the previous pair). However, this one is able to hold a charge. Unfortunately, the case will only charge up to 24 percent. I bought one for my son and his has always worked wonderfully. He has never had a problem with charging.","1",""
"product1","all review","104","Ben Martin","1.0 out of 5 stars","DO NOT BUY THESE BUDS! Awful everything","Reviewed in the United States on March 6, 2024","Just spend $20-30 more and get name brand buds. You won’t be excited to use these. They’re insulting. the touch controls on the earbuds work about 1/2 the time - they mostly activate when you're trying to get them in and out of your ears. For some reason the battery % has been quickly plummeting since i opened these? its been about and hour since i opened them, i listened to music for 10 minutes max, and the battery is at 83% ? The sound quality isn't TERRIBLE, but its definitely not ""good."" about what you'd expect for this price range. these are cheap trash - returning immediately. Got some JBLs for $50 and I’m VERY pleased with them.","1",""
"product1","all review","105","Alec","1.0 out of 5 stars","Not for Exercising.","Reviewed in the United States on November 15, 2023","Got these about 3 weeks ago. In that time, I have come to regret buying these earbuds.Pros:1) Battery Life - No problem. Can last several days.2) Waterproof - No problem. Have sweated and worked out with these, no noticeable damage.3) Connectivity - No problem. Can connect to phone relatively easily.Cons:1) Sound Quality - Annoying but can be adjusted to. Sounds weird and slightly muffled. If you want these, don't be buying them for the sound quality.2) Touch Control - Horrible. It is extremely inconsistent. Sometimes it will be super sensitive to the point where you can brush your finger across the pad (the most easily touched part) while readjusting the earbud and it pauses whatever is being played. Other times you can press on the earbud multiple times at various strengths and directions and it does not recognize the touch. I like to use earbuds to listen to music when working out. I have to regularly readjust these when they get dislodged by sweat, making it easy for me to accidentally touch the earbud control area and stop my music... While others may prefer such touch control, sadly this is not for me.","1",""
"product1","all review","106","Zolo","1.0 out of 5 stars","Wanted to like these. But still ended up faulting in 1 day and failing in 5.","Reviewed in the United States on July 27, 2023","The earbuds themselves are pretty decent for the price. Mediocre battery life (~3hrs), decent sound quality -- but thats where it stops.These being wireless we can all obviously expect we need to charge them. Thats where we're going to have a bad time.The case itself is nice. Gives you a decent percentage counter on the cases remaining battery, indicators that the earbuds are charging ... well sort of. They'll slowly animate a charging battery, but at this rate I think they're just indicating that they're ticking down to a potential lithium fire.Want to charge both? Fine, just open and close the lid a couple times every 30mins.Want to charge both AND the case? Nope. It'll just charge the earbud that is at 100%. Forget the one that is out of a charge because it decided not to charge that anyways. It'll charge the case though.When you're done dealing with the crappy touch controls and quirky charging case and attempt to goto the manual and attempt to troubleshoot it - you're just faced with generic information. FAQ? F🤡🤡🤡 Answering Questions is what that part stands for. Oh well, the paper instructions are bad. What about their support site? Two different numbers, two different email addresses. Who made this site and how many bottles of isopropyl did they consume to make it? What a mess! Just like the product.I sure hope no one brings these onto a plane.","1",""
"product1","all review","107","Vegas1970","1.0 out of 5 stars","Stopped working in less than 2 months.","Reviewed in the United States on March 6, 2024","I bought these earbuds and thought they were great. The sound was great, the connections were flawless, and I don't even know if they were noise cancelling but they sure seemed to work as well as my Bose over the ear headphones. But, suddenly they just disappeared out of my list of available devices on my iPhone, iPad, Dell computer, and HP computer and are unable to be discovered or reconnected. I tried calling the help line but of course it just wanted me to leave a message.... with my email? How they would be able to help me via email is unknown. I guess I'm lucky they were cheap.","1",""
"product1","all review","108","Lourdes West","1.0 out of 5 stars","""Undocumented"" issue.","Reviewed in the United States on March 11, 2024","The media could not be loaded.
                



Bought these earbuds back in early July 2023 knowing its possible limitations based purely on the price. Up until a month ago I was perfectly happy with them; one good day I unplugged it after charging (always to 100%) and the screen just started flashing 0, then stopped after a few seconds. I could use the earbuds up until last week, when they would no longer charge (the case was totally out of charge). when I plug it or open the case, all I get is a flashing 0, and it does not charge. I have tried researching online, but I can't find anything on this issue.","1",""
"product1","all review","109","Dad of Twin Sons","1.0 out of 5 stars","Nope. Get the X18 pair instead.","Reviewed in the United States on December 2, 2023","I decided sometime ago that my teenage sons are just going to lose earbuds, a lot, so rather than buy expensive pairs like I did with the Beats, I am going to buy several inexpensive pairs. Not by design, but by necessity, I know a bit about that which I speak. I will not, however, buy these again. Please see below.First the good: they look exactly like they are pictured. They display the charging percentage the on front.But many of these headphones do that, and these are not the best selection.So what do you want? Well, they should fit well, and they should sound good: these do neither.The same manufacturer makes the X18 earbuds, and I have ordered two pair of them because they look good and they sound good and they fit well unlike these. They also display the charging percentage on the front.","1",""
"product1","all review","110","Blake Abercrombie","3.0 out of 5 stars","Great Headphones, but Very Loud","Reviewed in the United States on January 27, 2024","Overall, these earbuds are pretty nice! They were easy to pair to my phone and stay paired, but one unfortunate downside is that they don't automatically disconnect when you put the earbuds in the case, so in order to play anything out of the phone's speaker, you have to turn your bluetooth off or unpair from the earbuds.My biggest complaint is that even on the lowest setting, they are quite loud. On iPhone, you can manually move the volume bar to between mute and the first ""notch"" of volume (one click up on the volume) in order to get the quietest sound possible, but these headphones don't accommodate that, and just mute when you try to move the volume any lower than the first notch. That being said, the sound didn't bleed, and the quality seemed decent.I didn't find them the most comfortable, but I am also super picky about that, so they should be relatively fine to wear for an hour or two for most people. They have a very long battery life, and the case hasn't dropped below 95% charge in 3 days of use.Lastly, the ""one touch to pause/play"" feature is super finnicky. Whenever I'm adjusting the earbuds in my ear, I always accidentally seem to pause, and when I'm *trying* to pause, it never seems to work! Very frustrating.Overall, besides little issues and the volume, these are nice earbuds, and are exceptionally nice for the price! Would recommend, even though I am going to go for a different option (I'm very sensitive to sound).","3",""
"product1","all review","111","Alaric Holmes","3.0 out of 5 stars","Kinda disappointing","Reviewed in the United States on March 17, 2024","These buds aren't bad, per se, but there's one thing that I expected them to be able to do and yet it seems that they don't: allow me to use one ear bud without draining the power of the other bud.  I usually like to use a single earbud, mostly so that I can hear whatever else is going on around me and so that I can essentially double the battery life of the buds by using one and then switching to the other when that first one starts to run out of power.  I thought these ones allowed that, and I could swear that I was able to do that once or twice, but most of the time, it seems that when I open the charger and pull one bud out, the other one remains on, draining its battery.  So, while these aren't bad, and they sound pretty decent, I am rather disappointed that they bud that remains in the charger doesn't turn off.  Not sure why that would be a special feature.  Seems like something most buds should do, but maybe I'm wrong.","3",""
"product1","all review","112","Joelle Elaine","3.0 out of 5 stars","Purchased, Delivered & Returned all Within 2 Weeks (NOT GREAT)","Reviewed in the United States on July 22, 2023","I had high hopes for these earbuds. I read the reviews (always the Most Recent first) and I found many more positive/high-rating reviews than negative/low-rating reviews. After comparing it with other similar products, I decided on the TAGRY X08 Bluetooth Headphones Ture Wireless Earbuds 60H Playback LED Power Display Earphones with Wireless Charging Case IPX5 Waterproof in-Ear Earbuds with Mic for TV Smart Phone Computer Laptop Sports (wow-quite a mouthful for a name). I was excited and hopeful when I hit the ""Place Your Order"" Button. After a quick delivery (PRO), I was soon disappointed with the product.My first major complaint was comfort. I may have smaller than normal ear canals because even with the use of the smallest size ear tips included in the package, I found it difficult to have the earbuds in for long without my ears becoming uncomfortable. When I would wear them, the earbuds would only be in my ears for 30 minutes before I was constantly needing to readjust them to find an angle that was comfortable. The ""Products Description"" and ""Features & Details"" state that the earbuds can be worn comfortably while driving, relaxing, working, or even sleeping. I would NEVER wear these earbuds during ANY of those chill activities. The TAGRY X08 hurt too badly for me to get comfortable enough to relax or do any of those things.The MAIN reason I chose to purchase these earbuds over any others was the COMFORT rating given by Amazon Reviewers. The TAGRY X08 was given an average rating of 4.9🌟 out of 5 for COMFORT. I'm baffled that these earbuds would receive such a favorable rating in this category and would personally score it a 2.5🌟My other major complaint was the ""Smart Touch Control"". I have relatively small fingers, which usually allows me to be able to manipulate and access small areas on phones, earbuds, headphones, or other similar products. I had no such luck with the TAGRY X08. When listening to music or a podcast, it was difficult for me to get the timing down for the earbuds to distinguish the difference between ""PLAY/PAUSE"" (one tap) and ""NEXT/PREVIOUS TRACK"" (two taps). Even when I would remove an earbud from my ear, it was still difficult for me to use so I would end up using my phone to skip or pause the song or show.There were a few positive aspects to the TAGRY X08. The earbuds would charge up to 100% pretty quickly after being placed in the case to charge. However, I did notice that the earbuds would run out of juice WAY FASTER than others I've had in the past. As long as I remembered to keep the charging case with me at all times, I would be able to charge the earbuds after the 4/4.5 hours of use. But if I were to leave the house without the charging case (which, unfortunately, did happen a few times) and be gone for 7-9 hours, I would find myself without the use of the earbuds for 5+ hours.The ""One-Step Auto Pairing"" was SUPER convenient and made me very happy each time I would open the case to have the earbuds always connect to my phone. I also enjoyed the light weight of the case and found it easy to hold in my pocket without much thought to it otherwise.Overall, the negatives outweighed the positives for me which is why I returned the TAGRY X08 Earbuds. Thankfully, I selected to have the charge added to my Amazon balance so it was a quick process (PRO).","3",""
"product1","all review","113","Amazon Customer","3.0 out of 5 stars","Automatically Plays","Reviewed in the United States on February 11, 2024","The sounds quality is fine, they look nice, I really like the display on the front with the battery life.But, they automatically play whatever you were last listening to/watching when you put them in. The tap play/pause function is incredibly sensitive and can be touched by mistake very frequently.So when you take the earbud out of the case, if you aren't extremely careful with how you handle them, they'll automatically start playing whatever you were last listening to. which doesn't seem all that bad, unless your volume was on high the last time you played something and it begins blasting in your ear.The tap function is so sensitive that I have hung up on calls while putting the second one in, for example.Every time I even touch one earbud, for any reason, I have to pause something on my phone.I just wish I could turn the tap feature off, and then they'd be perfect, but I've dug through all possible settings and it doesn't seem possible.","3",""
"product1","all review","114","Amazon Customer","3.0 out of 5 stars","Charging issues","Reviewed in the United States on March 6, 2024","I really like the sound of these and how they fit. I have small ears so finding earbuds is sometimes a challenge. Like these. This is my second pair. With that being said I prob won’t buy them again. My first pair I got and same thing. Loved them but after about 5-6 months they wouldn’t charge the right bud. I tried to carefully clean the inside of the case, bottom of the bud and it wouldn’t charge. So I chocked it up to a $30 bud and bought a new pair. Same thing. 5-6 months later it stopped charging the left side. So now I have two cases to charge one pair. So it’s just sort of frustrating and I hate clutter so my drawer just feels cluttered having 2 cases chillin out in there.","3",""
"product1","all review","115","Amber","3.0 out of 5 stars","Great but connectivity issues","Reviewed in the United States on March 2, 2024","None of the reviews that I’ve seen seem to really mention this. I tested these while running today. If I keep my phone in my pocket, the music starts cutting out a little bit here and there. It’s fine if my phone isn’t in my pocket… but music cuts out quite a bit at times when my phone is in my pocket. Very annoying and it’s a dealbreaker for me as I always keep things in my pocket. Otherwise, they sound great. I’m going to return these unfortunately.Update: I went for a walk and didn’t notice as much of it cutting out… almost none at all. I feel like it was worse during the run, possibly because many other people were around? Not sure, but still a dealbreaker.","3",""
"product1","all review","116","Patti H.","3.0 out of 5 stars","Good but not great","Reviewed in the United States on June 9, 2023","Bought these Bluetooth earbuds as well as a pair of Tozo NC2 earbuds. These fit my small ears better (closer to that of Apple AirPod Pros) but my habit of only wearing one earbud at a time isn’t great. These earbuds are not single user friendly because the right earbud won’t function as a single…tapping doesn’t answer calls nor will it function as a play button, however it will pause the music/audiobook. I tend to use only one earbud at a time because of my constant book listening habit when completing mind numbing tasks around the house. I like to always keep one ear vacant for hearing other sounds around me and being able to switch to the other earbud when the 1st one’s battery dies. It’s equally important for me to be able to pause and restart what I’ve been listening to if someone speaks to me or something needs my full attention since I don’t always have a pocket to put my phone in. These don’t allow me to restart listening to my book/music once they’re paused using the right earbud. The left will work fine for this purpose so I’m not sure if I have a faulty set or if they all do this. The sound quality is great but the pass through of ambient sounds around me are more of an annoying whooshing/static noise on top of my music. I prefer to use the noise cancellation feature for that reason. Phone conversations are great using these earbuds and my husband says that it’s easier to hear me using these than my AirPods because these don’t amplify all the sounds around me to hear splitting noise (turning on a water faucet doesn’t drown out my voice nor does the click of my knife on my cutting board). Would I buy these again…possibly but there are so many to choose from in this price range, I’d probably give a different brand a try first.Edit: seller contacted me to assist me with the problems described above and couldn’t resolve the issues. I received another set of earbuds from them free of charge and this pair will function as a pair or single earbud for pause/play of audio listening but will not answer phone calls. The only way I can take calls on the second pair is to answer the call using my phone and switch from phone to the earbuds. I have also discovered that despite removing the earbuds from my ears they do not have the pause detection of Apple that will automatically pause listening when removed. These will continue playing audio until both earbuds are placed into the charging case. This is not a deal breaker but definitely an annoyance if I pause audio, remove them from my ears and inadvertently touch the earbuds and restart audio while handling them (quite easy to do). I am very pleased with this seller and their response to my difficulties with the purchase, but I’m not really impressed with the earbuds. I do continue to use them since I can get around the problems and I hate to toss out a great fitting earbud.","3",""
"product1","all review","117","Marn","3.0 out of 5 stars","Works great, but only with my phone","Reviewed in the United States on February 23, 2024","I got these because my Apple air buds were dying..not working as great anymore with phone calls and I didn’t want to spend the $$ right now. They work clearly for phone calls and listen to music from my phone. The case feels cheap, but that doesn’t matter so much..but my watch and iPad won’t connect..I can even get it discoverable on my other devices. My only other complaint is getting used to the fact that if I take them out of my ears, the music/audio doesn’t stop and the button to answer calls doesn’t work. You get what you pay for and I’ll probably go back to a pricier option, but for now they work for hands free phone calls!","3",""
"product1","all review","118","CelticLad","3.0 out of 5 stars","Not for me","Reviewed in the United States on March 6, 2024","I tried the various sizes of the rubber ends that go into the ear, and unfortunately none sealed as well as my old ones.  This being the case, there is a fair amount external noise leakage.  The end that goes into the ear is actually oblong instead of round, so perhaps that is why they don't seal very well. There is also some discomfort after having them in for a while.  Regarding the sound quality, they are a bit too mid-range/boxy sounding.  If sound quality, comfort, and/or noise cancellation are important to you, then I would suggest you look elsewhere and be prepared to pay a bit more....you get what you pay for I suppose.","3",""
"product1","all review","119","Amazon Customer","3.0 out of 5 stars","You get what you pay for","Reviewed in the United States on February 19, 2024","I purchased these to replace my Apple iPods because these were inexpensive and had rubber tips-which I was hoping would be more comfortable. But I did get what I paid for. The sound quality is not too bad, but the headphones fall out of my ears whenever I bend or lean over--and sometimes even when I'm not bending. And if I accidentally bump them--even lightly, the music pauses--which is annoying because it happens a lot. They will also continue to play when I take them out--they don't automatically stop. So, if you aren't too bothered by that kind of thing, then these are fine. But if you have the $$ to spend on something nicer--then do it.","3",""
"product1","all review","120","AMAZON Customer","5.0 out of 5 stars","Great product","Reviewed in the United States on March 13, 2024","First pair of completely wireless earbuds. I was reluctant- comfort and afraid they’d fall out. They are completely comfortable and stay put! The charge on the case lasts exceptionally long! The sound is excellent- while they are not 100% noise canceling, they have clear and strong volume that does the trick. I am going to purchase a set for my husband. Great value!","5",""
"product1","all review","121","thirst4music","5.0 out of 5 stars","Great value for both phone calls and music","Reviewed in the United States on February 14, 2023","Sometimes I'm amazed by the advancements in wireless and micro technology, especially when it comes to audio. These popped up in an email from Amazon a few days ago. Though I usually ignore those Deal notices this one intrigued me. I have a JBL Everest over-ear headset that I love for indoor phone calls and they're pretty good for music too (though I don't use them that way). I often like to go outside when I'm on the phone and the JBLs aren't convenient to use with a stocking cap, so I'd thought briefly about getting something in-ear to wear under my hat. These were $35 and the reviews were good. I liked that the case wirelessly charges the ear buds, and the case can be charged wirelessly too. My Samsung phone has wireless charging so I already have two wireless chargers and they're very convenient (especially given that the USB port on my phone was getting sketchy). So I figured I'd give them a try. I played a variety of my favorite music. I first asked for Jeff Buckley live music and the first song that started playing as I stepped outside was ""Hallelujah."" I walked around the property listening to my favorite music and before I knew it I had been listening to music for about three hours. I had really only cared about the sound quality for phone calls and whether they would stay in my ears (which is usually a problem for me). They never came close to falling out and they are comfortable. For phone calls the sound quality is very good on both ends. And though they're rated as having a 33' range I walked all around the house and got considerably farther than that from my phone with two walls separating the devices and I had no dropouts. Overall I am so happy with them that after a week of using them I ordered a backup pair.I have three VERY minor niggles but even combined I wouldn't consider them significant enough to knock off even ½ star. First, I had trouble gripping them well enough to get them out of the case quickly when I got an unexpected phone call. I started leaving them on a paper towel on the table next to me, but it now seems I've discovered the right way to grip them. Second, though they have a voice announcement of which side is which when first removed from the case, I was concerned that I might confuse L and R as they don't appear to have any visible indicators. My solution was to use my fine-point permanent marker to write an L on the left one. Third, one of my wireless phone chargers is a tilted stand that holds my phone at a convenient angle. I was unable to get the Ear buds case to wirelessly charge on that one until last night when I accidentally discovered that the problem was that the case was too small to hit the sweet spot on the charger. I solved the problem by boosting the case up with a pad of mini sticky notes (as shown in the photo).EDIT (I apologize if I forget to come back to delete my previous review):None of the above has changed but I forgot to mention that these are NOT good for noise isolation (at least not the way they fit me) but I prefer it that way. I'm a musician and music sounds less natural to me when the surrounding environment is completely eliminated, and I like being able to have a conversation or hear a knock at the door without removing them. Even without a tight seal I never have to reseat them and the sound quality stays consistent (a first for me after trying several other brands).UPDATE: I've been using these ear buds for five weeks now. I use them for hours every day and they continue to impress me. On three occasions only the right channel had a signal when I initially put them in to listen to music, but each time I put them back in the case and took them out again (which turned them off and on) and they worked normally. I've only had this happen with music and only when I first take them out of the case (i.e. it hasn't happened while on a call or after I've been listening to music with both working).","5","61fvUKyPotL._SY88.jpg"
"product1","all review","122","Julius Forte","5.0 out of 5 stars","Amazing buds/price/service... buy these!","Reviewed in the United States on March 24, 2023","Yes, my subject line sounds like that trash hyperbole you get on annoying pop-up ads on your Smartphone! And ironically, it usually has to do with ear buds. There are tons of them on the market, and everyone claims to be the best.Now, first off, I am just a customer… never got any gifts or money or anything from this company, nor was asked to “click on a review” for a discount or whatever. No… the reason for all this hallelujah chorus, is that I’m really totally both jazzed, and a bit in awe of these earbuds. I think the main mind-blowing thing about them is the price. I mean, I have a bit of experience and knowledge with this kind of technology, and frankly, these days, what “guts” that are needed to be used to create Bluetooth ear buds is not that complex… nor expensive. How company’s like Sony, Apple, Bose, etc. can charge upwards of $300 for these boarders on theft and fraud!I’ve tried those “Rolls Royce” buds, and I urge you to do the same, and then try these Tagry Bluetooth Wireless Earbuds that are literally 90% less expensive. Yes, they retail for about $35! They come in an excellent quality charge base, are extremely easy to put on, (and have three extra size buds to give you a custom fit), and most important, their sound quality, and I mean crisp highs, solid middles, and bone- rumbling base, are outstanding. I cannot understand what more you would want either using them for talk radio, podcasts, YouTube, streaming movies, or TV, or playing your Amazon Music or Spotify or iTunes playlists. And yes, if connected to your iPhone, you can make and receive calls, and the microphone in the buds are top quality.Their Bluetooth software is flawless, connecting to your iPhone, or other Bluetooth devices effortlessly. They come with a pleasant woman’s voice letting you know various messages, like which earbud is in what ear, if they are connected or turned off, your volume control (including excess volume warning), etc.I’ve had these for several months, and have found the charging, which has a bright LED display and shows the individual charging of each bud, along with their percentage easy to read.And a note on their service. I’ve heard horror stories of folks trying to reach the outrageously over-priced other earbud company’s for tech support, or refunds, exchanges, etc. Basically it’s nonexistent, and when you do miraculously find a phone number to call them, and get someone on the line, you have to go to the UN to find an interpreter of rare third-world languages to understand what they are saying, and they seem to be trained, not on anything to do with the product, but to make the call as useless and confusing as possible, so that you will just give up and throw their buds, and your money in the trash.Now, I did have an initial problem, after a few months, in that the base charger seemed to be slowing a bit. Tagry gives you a LIFETIME WARRANTY… yes, an actually lifetime warranty, not one of those sham “lifetime warranties”, that corrupt company’s like Hammacher Schlemmer  have.I had enrolled with Tagry, on their website, to activate my warranty as soon as I received the buds. I called Tagry when I was seeing what could be a glitch in their charging base, and yes, unlike most other companies who hide their contact numbers as if they were nuclear codes, Tagry’s support phone number is plainly printed on their manual, and to my astonishment, I immediately was connected to a good ‘ol American customer service person, who actually worked for the company, spoke English, and made me feel as if I was a long-ago trusted friend. They truly cared, and said they were sorry, and that there was no need to troubleshoot the base, or return it, instead, they would process an order to send me a new one.A day later, they actually called me back to let me know that the replacement had been shipped, and that I should have it in a day or so, and if not, to please call them back right away. And yes, to apologize again for any inconvenience.  The replacement arrived the very next day. And again, their warranty is indeed for a lifetime, a no questions asked replacement policy. This is how much they believe in their product, and respect their customers.So, yes. It is insane to pay more than $35 for quality Bluetooth earbuds. Last year, I sent about a dozen of these out to friends and employees, to use for personal use, and for all that Zooming going on… and they love them. And none of had any problems.I’m sure you have had a plethora of bad experiences in the past few years, what with isolation, and way too much ordering on-line, finding the products you buy to be substandard, and customer service virtually non-existent. And that is why I’ve spend all this time expounding on the greatest of my earbuds. Yes, I have a life. Really. But what a joy to be able to tell a story like this, rather than the kind of frustration most of us are experiencing every day!Yes, goodness and quality still exist. It’s rare… but it’s out there!","5",""
"product1","all review","123","Kayla","5.0 out of 5 stars","Long lasting earbuds","Reviewed in the United States on March 9, 2024","Didn't want to spend a bunch of money on apple airpods so I bought these as an alternative. The sound is great and they stay in my ears. I took them traveling with me and I've never had them fall out and it's been months now. The battery life lasts a long time and the case tells you how much battery is left. Easy to connect to any of my devices too I've never had an issue. The rose gold color is also super cute too I got compliments on it","5","61DkFi0i4eL._SY88.jpg,61yk0+CNpxL._SY88.jpg,71kMSuoRFyL._SY88.jpg"
"product1","all review","124","Semiha","5.0 out of 5 stars","Perfect …The best earphone I purchased","Reviewed in the United States on February 29, 2024","I keep losing my Apple earphones so I gave up buying them and tried this one ,but before coming to this I Ofcourse tried other brands,everything else I tried was garbage…But this one is life changing…..Everything about this earphone is great,not even one single downsize I can name …Price point ,battery life life is great,sounds great,very pretty,digital screen that showed the battery life is cherry on the top…Very comfortable to wear…You name it …. This might be the best purchase I made on amazon,and I have been shopping here more than 10 years…But now :)","5",""
"product1","all review","125","YI","5.0 out of 5 stars","Budget-Friendly and Durable","Reviewed in the United States on March 16, 2024","I opted for these Bluetooth headphones instead of splurging on AirPods, fearing I'd inevitably lose them—and guess what? I haven't lost them yet! Surprisingly, these headphones have exceeded my expectations in terms of both quality and durability.I was pleasantly surprised by the sound quality and overall performance of this product, especially considering its affordable price point. But the real shocker came when I accidentally ran one of the headphones through the washer. Despite the mishap, it continued to work perfectly fine afterward!This experience has reaffirmed my belief that you don't need to spend a fortune on Apple products to get a reliable pair of headphones. These Bluetooth headphones are proof that quality and durability can come at an affordable price. Don't hesitate to give them a try!Overall Rating: ⭐️⭐️⭐️⭐️⭐️","5",""
"product1","all review","126","Sara Slick","5.0 out of 5 stars","Crisp, clear and comfy","Reviewed in the United States on March 18, 2024","First off this is my very first pair of these kind of ear buds, and I am impressed… They’re comfortable which I was nervous about because a lot of the older buds (the ones that came with iPhone) never fit my ears right. I have small ear holes or something. The first song I chose to listen to was Bottle and Mary Jane by Jelly Roll. It sounds great! I paid less than $30 and I gotta say they’re worth every penny. I cannot compare them to more expensive buds because I’ve not used them.  But these are perfect for me because I won’t be  using them much. I don’t care about name brands or having the product of the moment. If they don’t last or if I start having issues I will update this, as I just got these 2 days ago.","5",""
"product1","all review","127","Dynae Saba","5.0 out of 5 stars","These are EXACTLY WHAT I NEEDED!","Reviewed in the United States on February 28, 2024","My expensive pair of Air Pods fell in half right after the warranty expired. I no longer had a desire to pay for mediocre headphones that loss their effectiveness more and more overtime. I ordered two low cost headphones on amazon (this pair being the first to be delivered) and I couldn't be happier! These fit perfectly in my ears (I have sensitive ears that will ache over an extended period of time of wearing headphones...Not with these!!! ). The sound quality if superb and I don't ever have them turned up full blast as they're really loud. I utilize them to listen to audio books and podcasts for 8 hours at work and they've never died. I use one at a time and I don't even need to switch sides within those 8 hours. I charged the case the day I received them and that was a week and a half ago and I still haven't recharged them. Talking on the phone voice clarity is great and I have had no issues. Connectivity is easy and consistent. These will be my go to!","5",""
